Ticker,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
AAPL,1.0,0.2210342885171076,0.5633992566070765,0.458222381570559,0.3913297427382968,0.30032068509602866,0.4947433401203574,0.4671470519110534,0.20017456584518706,0.4369262408068447,0.39180960415637484,0.4645970302009358,0.443549338809734,0.3115195738334648,0.18481760268676745,0.3508858156171409,0.3534187107279005,0.3631254322696988,0.2869585093652281,0.15419710861913946,0.6848113187117463,0.4838860841467851,0.5547032898019844,0.28703465140040463,0.38890268879948464,0.18985777196605869,0.2169864929357976,0.5438848493841966,0.18185097177979503,0.24197129760043445
AMGN,0.2210342885171076,1.0,0.13781703153555436,0.21807890609515357,0.11400336097477967,0.22969570760742725,0.12096911170393064,0.2570319128943109,0.13205045329418094,0.13911983124263266,0.2565976138689888,0.27727955939944093,0.2796891864140515,0.2766395211024856,0.39068599986575664,0.21780548630051844,0.3274447154816933,0.2916906858289887,0.24917445585185907,0.29746421670924245,0.16917653840545113,0.15658608459096554,0.0786242695478855,0.2609697039549614,0.2316525088768334,0.20998374824977264,0.23786743155704063,0.21652130769128214,0.21082880221828973,0.18623772140319308
AMZN,0.5633992566070765,0.13781703153555436,1.0,0.46342410131448486,0.3711951490228835,0.28115346748735354,0.5653577270382215,0.4007836621299695,0.16906334638664514,0.4688473484941046,0.4251846605425012,0.44388108005318816,0.37857904922886304,0.23943298159843823,0.07368913139909639,0.34959358182474126,0.19667207698618652,0.2281395320180101,0.2459103334953709,0.06430712429314314,0.6892769581273943,0.4421789174533777,0.5566310006466278,0.13130914780603536,0.36475032699343524,0.13861890760527507,0.089565817606301,0.44377019762157666,0.1072777886666837,0.26006335902605293
AXP,0.458222381570559,0.21807890609515357,0.46342410131448486,1.0,0.4398637781569298,0.5047825785838888,0.4126291251696579,0.42497047512217934,0.28889804923137413,0.49314236262470657,0.6237567599051456,0.4326458051060101,0.4912990136426591,0.3906694334854074,0.18229569125890077,0.6409819962418782,0.2938715200669159,0.30209034269900786,0.37890390686196634,0.11411843998828212,0.44419892747766715,0.4100237611096424,0.41592056251121234,0.20189759282105704,0.420238214735508,0.38756258521523224,0.21655188519053928,0.5859768426416677,0.1953183255520276,0.20665680250215035
BA,0.3913297427382968,0.11400336097477967,0.3711951490228835,0.4398637781569298,1.0,0.3556989632584263,0.3197648278504242,0.2793890930675483,0.21435069685846328,0.3750083993032866,0.3981363904214412,0.3194341499832998,0.43190091172804795,0.19843239596028345,0.10715328823049544,0.3619896488681702,0.19912397441991198,0.27401947988054465,0.25723392838320763,0.05164103428401712,0.3100439402131315,0.37814171958627546,0.3550649413018451,0.13360463805875475,0.29862730844333596,0.21188812403148494,0.14334175490957765,0.32205280638511874,0.11246322500456918,0.14285285920144566
CAT,0.30032068509602866,0.22969570760742725,0.28115346748735354,0.5047825785838888,0.3556989632584263,1.0,0.2761320590607717,0.33935272001971173,0.5139199589872228,0.35034956189737787,0.5625944103586972,0.3753538161092776,0.4825461590537941,0.3902514965986358,0.12662370872248768,0.5042946095714612,0.17622778890856025,0.21455304608294548,0.41541171819146133,0.09948584791922015,0.27590722498547404,0.3357045375677025,0.31677996797364705,0.05299102736143713,0.3129519244584819,0.3391254297961487,0.14055685658641162,0.3504250703675686,0.15388128151466532,0.10978976009147037
CRM,0.4947433401203574,0.12096911170393064,0.5653577270382215,0.4126291251696579,0.3197648278504242,0.2761320590607717,1.0,0.39606005883299666,0.16849875700782346,0.41014100813061893,0.3992528713333216,0.3931975462206388,0.36459189030684164,0.26184357761386745,0.07262074358964966,0.31902798251788284,0.19051300872047175,0.24922880893465207,0.24104151377179006,0.061402106147101614,0.5862420540580023,0.3641640903180069,0.5126050739327089,0.15515216006310836,0.3344310252542357,0.13630226635807582,0.16536132723461783,0.4410188037586613,0.087760392285421,0.16285627440093378
CSCO,0.4671470519110534,0.2570319128943109,0.4007836621299695,0.42497047512217934,0.2793890930675483,0.33935272001971173,0.39606005883299666,1.0,0.24995737849084723,0.36569414144939605,0.4114091104444917,0.4314915507262429,0.4684133074759866,0.4050001673650432,0.27278081876647864,0.4114333926632088,0.40360354890213584,0.36784961731492927,0.30974098960710733,0.16206336910677743,0.4395155066746075,0.3937107539526755,0.36167830702970755,0.3197686393261489,0.32309449364033055,0.267238230773505,0.2496599676538967,0.430183304723784,0.22658364492475488,0.33271798120346013
CVX,0.20017456584518706,0.13205045329418094,0.16906334638664514,0.28889804923137413,0.21435069685846328,0.5139199589872228,0.16849875700782346,0.24995737849084723,1.0,0.2691911182993083,0.35347861523584106,0.19526185814849553,0.2756968818794238,0.22807359173333727,0.14871364712643925,0.34608523058140567,0.1503722388964245,0.13776589589120322,0.21416312702077073,0.1350295596665508,0.13724127437866385,0.20977722179467198,0.12499131250133902,0.014446243263422438,0.0592975879917122,0.32340386057172443,0.19625409201042213,0.21182236303030336,0.18546916933693655,0.14304028634867239
DIS,0.4369262408068447,0.13911983124263266,0.4688473484941046,0.49314236262470657,0.3750083993032866,0.35034956189737787,0.41014100813061893,0.36569414144939605,0.2691911182993083,1.0,0.45433905730183977,0.41475053511787974,0.39931032627643304,0.2514126752047261,0.128010499130259,0.4228239363030721,0.2263424885361788,0.26813428472872924,0.3177459570828135,0.03371102196098948,0.4337337133007147,0.44670409012300566,0.39559745071653746,0.1833453839457171,0.3326353829115617,0.23811860140792449,0.13329870952621492,0.44915955286447384,0.20996654188873248,0.20714553332609417
GS,0.39180960415637484,0.2565976138689888,0.4251846605425012,0.6237567599051456,0.3981363904214412,0.5625944103586972,0.3992528713333216,0.4114091104444917,0.35347861523584106,0.45433905730183977,1.0,0.4680712120515757,0.5164015746215855,0.3780280309702086,0.2270412634786887,0.7488250056899348,0.23791421532654808,0.289941666619204,0.43476241181681363,0.14157358430354594,0.40003040073443435,0.37649473115144355,0.38017755557869853,0.15605000161570415,0.3866817923038335,0.387213975696333,0.22193708483302926,0.4810717897357732,0.20700149409195562,0.17016301140276022
HD,0.4645970302009358,0.27727955939944093,0.44388108005318816,0.4326458051060101,0.3194341499832998,0.3753538161092776,0.3931975462206388,0.4314915507262429,0.19526185814849553,0.41475053511787974,0.4680712120515757,1.0,0.4768208087521976,0.3611939521998211,0.27358613644445,0.37607545420176725,0.3735233406316134,0.35687629318027503,0.4121805943418593,0.1319320584850931,0.4381220862069299,0.47487096870264167,0.3699291782741326,0.3411872332298096,0.6028042593115062,0.22989419324763818,0.22221030389277585,0.4386196408663929,0.24898518572317074,0.3195817735633018
HON,0.443549338809734,0.2796891864140515,0.37857904922886304,0.4912990136426591,0.43190091172804795,0.4825461590537941,0.36459189030684164,0.4684133074759866,0.2756968818794238,0.39931032627643304,0.5164015746215855,0.4768208087521976,1.0,0.38729635060979234,0.2820538682166344,0.5027744913380351,0.38360645173972235,0.43407293163131594,0.4527016078977715,0.18548575607276518,0.43904891187976464,0.4255058702310825,0.3505683554541738,0.32698473371463666,0.4468085064297188,0.3841905227629033,0.2515444087779924,0.4561476329107051,0.21380063352735335,0.2631381348648314
IBM,0.3115195738334648,0.2766395211024856,0.23943298159843823,0.3906694334854074,0.19843239596028345,0.3902514965986358,0.26184357761386745,0.4050001673650432,0.22807359173333727,0.2514126752047261,0.3780280309702086,0.3611939521998211,0.38729635060979234,1.0,0.31264727516590735,0.4050785533578016,0.33917269544709194,0.30787483637897944,0.3378442982649364,0.19612548331942206,0.29973297046964564,0.25359538546610527,0.23317081425869127,0.3094731302895362,0.33020143016876824,0.29411814376263024,0.18193702134920153,0.35573093211158396,0.27614872921288025,0.24781973836220245
JNJ,0.18481760268676745,0.39068599986575664,0.07368913139909639,0.18229569125890077,0.10715328823049544,0.12662370872248768,0.07262074358964966,0.27278081876647864,0.14871364712643925,0.128010499130259,0.2270412634786887,0.27358613644445,0.2820538682166344,0.31264727516590735,1.0,0.26342340384722923,0.4741465858069818,0.3746447534559632,0.25840367555704824,0.43958717220001337,0.1332614326832858,0.1693460702258693,-0.05888976700332889,0.4336907581589313,0.23485548804513576,0.30007739092915503,0.33663856741601245,0.24123309247375524,0.284848799373018,0.2510566645377687
JPM,0.3508858156171409,0.21780548630051844,0.34959358182474126,0.6409819962418782,0.3619896488681702,0.5042946095714612,0.31902798251788284,0.4114333926632088,0.34608523058140567,0.4228239363030721,0.7488250056899348,0.37607545420176725,0.5027744913380351,0.4050785533578016,0.26342340384722923,1.0,0.28978690759374903,0.34255929210044145,0.4091207940339803,0.16415131953830814,0.33151283696367345,0.3510205944949836,0.32741783779640204,0.2124480351618459,0.3380495023531753,0.45309544813529673,0.24084959350620438,0.49272813470093113,0.21638074187457415,0.17337541623371255
KO,0.3534187107279005,0.3274447154816933,0.19667207698618652,0.2938715200669159,0.19912397441991198,0.17622778890856025,0.19051300872047175,0.40360354890213584,0.1503722388964245,0.2263424885361788,0.23791421532654808,0.3735233406316134,0.38360645173972235,0.33917269544709194,0.4741465858069818,0.28978690759374903,1.0,0.5452312852589307,0.3168902192024892,0.3321868561206449,0.28804507452236544,0.3480858378777261,0.0880432130794623,0.6509245123854792,0.37706585124214803,0.30806907768146163,0.3493300012254955,0.39271795784410335,0.35728759928137754,0.386529239344533
MCD,0.3631254322696988,0.2916906858289887,0.2281395320180101,0.30209034269900786,0.27401947988054465,0.21455304608294548,0.24922880893465207,0.36784961731492927,0.13776589589120322,0.26813428472872924,0.289941666619204,0.35687629318027503,0.43407293163131594,0.30787483637897944,0.3746447534559632,0.34255929210044145,0.5452312852589307,1.0,0.27433704146565346,0.2970442347663932,0.31198058266752465,0.34177771396197015,0.1828046100415649,0.47565566235930146,0.3485004480441151,0.33087492853190975,0.3190509132952889,0.41061543786397625,0.2198061214955953,0.27066954014094885
MMM,0.2869585093652281,0.24917445585185907,0.2459103334953709,0.37890390686196634,0.25723392838320763,0.41541171819146133,0.24104151377179006,0.30974098960710733,0.21416312702077073,0.3177459570828135,0.43476241181681363,0.4121805943418593,0.4527016078977715,0.3378442982649364,0.25840367555704824,0.4091207940339803,0.3168902192024892,0.27433704146565346,1.0,0.12043042485108825,0.2630083332010297,0.33079333745520634,0.21807860800045412,0.23757027108874973,0.37006930487912243,0.2936547052861352,0.1452480220479564,0.32377239328964963,0.1953935728435643,0.1563012923496108
MRK,0.15419710861913946,0.29746421670924245,0.06430712429314314,0.11411843998828212,0.05164103428401712,0.09948584791922015,0.061402106147101614,0.16206336910677743,0.1350295596665508,0.03371102196098948,0.14157358430354594,0.1319320584850931,0.18548575607276518,0.19612548331942206,0.43958717220001337,0.16415131953830814,0.3321868561206449,0.2970442347663932,0.12043042485108825,1.0,0.1138133757020775,0.14644909247962776,0.0013315964591029774,0.3923676770989437,0.1607889595530233,0.22197139620222212,0.24946727182509656,0.20458904108107898,0.22116072550097382,0.18938527417231918
MSFT,0.6848113187117463,0.16917653840545113,0.6892769581273943,0.44419892747766715,0.3100439402131315,0.27590722498547404,0.5862420540580023,0.4395155066746075,0.13724127437866385,0.4337337133007147,0.40003040073443435,0.4381220862069299,0.43904891187976464,0.29973297046964564,0.1332614326832858,0.33151283696367345,0.28804507452236544,0.31198058266752465,0.2630083332010297,0.1138133757020775,1.0,0.4243701872702159,0.6379683039941803,0.2770414083784237,0.36207781375744624,0.17972225225419386,0.18895245768965352,0.5209876890565532,0.0939199441213082,0.24029412012932355
NKE,0.4838860841467851,0.15658608459096554,0.4421789174533777,0.4100237611096424,0.37814171958627546,0.3357045375677025,0.3641640903180069,0.3937107539526755,0.20977722179467198,0.44670409012300566,0.37649473115144355,0.47487096870264167,0.4255058702310825,0.25359538546610527,0.1693460702258693,0.3510205944949836,0.3480858378777261,0.34177771396197015,0.33079333745520634,0.14644909247962776,0.4243701872702159,1.0,0.35237908181404215,0.306807718812748,0.344102472838341,0.19944415220324987,0.09278165318667435,0.4642527206111874,0.18776607421714225,0.2439240582778289
NVDA,0.5547032898019844,0.0786242695478855,0.5566310006466278,0.41592056251121234,0.3550649413018451,0.31677996797364705,0.5126050739327089,0.36167830702970755,0.12499131250133902,0.39559745071653746,0.38017755557869853,0.3699291782741326,0.3505683554541738,0.23317081425869127,-0.05888976700332889,0.32741783779640204,0.0880432130794623,0.1828046100415649,0.21807860800045412,0.0013315964591029774,0.6379683039941803,0.35237908181404215,1.0,0.07635858507900643,0.30582930119475,0.08441888345392155,0.08902339984314774,0.42069112911902135,-0.007678541719573022,0.11937299556124148
PG,0.28703465140040463,0.2609697039549614,0.13130914780603536,0.20189759282105704,0.13360463805875475,0.05299102736143713,0.15515216006310836,0.3197686393261489,0.014446243263422438,0.1833453839457171,0.15605000161570415,0.3411872332298096,0.32698473371463666,0.3094731302895362,0.4336907581589313,0.2124480351618459,0.6509245123854792,0.47565566235930146,0.23757027108874973,0.3923676770989437,0.2770414083784237,0.306807718812748,0.07635858507900643,1.0,0.31405299849912327,0.25020247127093453,0.31907441483862237,0.32998641152025343,0.31823312283022637,0.371216898432527
SHW,0.38890268879948464,0.2316525088768334,0.36475032699343524,0.420238214735508,0.29862730844333596,0.3129519244584819,0.3344310252542357,0.32309449364033055,0.0592975879917122,0.3326353829115617,0.3866817923038335,0.6028042593115062,0.4468085064297188,0.33020143016876824,0.23485548804513576,0.3380495023531753,0.37706585124214803,0.3485004480441151,0.37006930487912243,0.1607889595530233,0.36207781375744624,0.344102472838341,0.30582930119475,0.31405299849912327,1.0,0.25039688588147613,0.209585451357489,0.42952207407600684,0.18887830638025327,0.26159514533121525
TRV,0.18985777196605869,0.20998374824977264,0.13861890760527507,0.38756258521523224,0.21188812403148494,0.3391254297961487,0.13630226635807582,0.267238230773505,0.32340386057172443,0.23811860140792449,0.387213975696333,0.22989419324763818,0.3841905227629033,0.29411814376263024,0.30007739092915503,0.45309544813529673,0.30806907768146163,0.33087492853190975,0.2936547052861352,0.22197139620222212,0.17972225225419386,0.19944415220324987,0.08441888345392155,0.25020247127093453,0.25039688588147613,1.0,0.24051445746374103,0.32929653233160705,0.1845397917303733,0.16438305276572499
UNH,0.2169864929357976,0.23786743155704063,0.089565817606301,0.21655188519053928,0.14334175490957765,0.14055685658641162,0.16536132723461783,0.2496599676538967,0.19625409201042213,0.13329870952621492,0.22193708483302926,0.22221030389277585,0.2515444087779924,0.18193702134920153,0.33663856741601245,0.24084959350620438,0.3493300012254955,0.3190509132952889,0.1452480220479564,0.24946727182509656,0.18895245768965352,0.09278165318667435,0.08902339984314774,0.31907441483862237,0.209585451357489,0.24051445746374103,1.0,0.2476338934993389,0.20183219151690418,0.18121805913373576
V,0.5438848493841966,0.21652130769128214,0.44377019762157666,0.5859768426416677,0.32205280638511874,0.3504250703675686,0.4410188037586613,0.430183304723784,0.21182236303030336,0.44915955286447384,0.4810717897357732,0.4386196408663929,0.4561476329107051,0.35573093211158396,0.24123309247375524,0.49272813470093113,0.39271795784410335,0.41061543786397625,0.32377239328964963,0.20458904108107898,0.5209876890565532,0.4642527206111874,0.42069112911902135,0.32998641152025343,0.42952207407600684,0.32929653233160705,0.2476338934993389,1.0,0.20597503188015343,0.208602704256205
VZ,0.18185097177979503,0.21082880221828973,0.1072777886666837,0.1953183255520276,0.11246322500456918,0.15388128151466532,0.087760392285421,0.22658364492475488,0.18546916933693655,0.20996654188873248,0.20700149409195562,0.24898518572317074,0.21380063352735335,0.27614872921288025,0.284848799373018,0.21638074187457415,0.35728759928137754,0.2198061214955953,0.1953935728435643,0.22116072550097382,0.0939199441213082,0.18776607421714225,-0.007678541719573022,0.31823312283022637,0.18887830638025327,0.1845397917303733,0.20183219151690418,0.20597503188015343,1.0,0.17223447197041516
WMT,0.24197129760043445,0.18623772140319308,0.26006335902605293,0.20665680250215035,0.14285285920144566,0.10978976009147037,0.16285627440093378,0.33271798120346013,0.14304028634867239,0.20714553332609417,0.17016301140276022,0.3195817735633018,0.2631381348648314,0.24781973836220245,0.2510566645377687,0.17337541623371255,0.386529239344533,0.27066954014094885,0.1563012923496108,0.18938527417231918,0.24029412012932355,0.2439240582778289,0.11937299556124148,0.371216898432527,0.26159514533121525,0.16438305276572499,0.18121805913373576,0.208602704256205,0.17223447197041516,1.0
