Date,ADF_PValue,Stationary
2023-01-03,0.16276402356073,False
2023-01-04,0.13570459536689722,False
2023-01-05,0.22121576078436722,False
2023-01-06,0.18019479366027574,False
2023-01-09,0.19267187804426594,False
2023-01-10,0.24804673130139315,False
2023-01-11,0.2523835790355121,False
2023-01-12,0.2536107370595278,False
2023-01-13,0.2474344022903302,False
2023-01-17,0.22782290682706624,False
2023-01-18,0.2298028872758177,False
2023-01-19,0.21026729516225856,False
2023-01-20,0.18174994589902638,False
2023-01-23,0.18786755279903578,False
2023-01-24,0.18962145562677257,False
2023-01-25,0.19589044636789688,False
2023-01-26,0.2735547420756827,False
2023-01-27,0.26065329952650573,False
2023-01-30,0.2057428022151444,False
2023-01-31,0.2321498545905728,False
2023-02-01,0.24000179719992876,False
2023-02-02,0.31042899680428293,False
2023-02-03,0.27600675194490576,False
2023-02-06,0.246567481697477,False
2023-02-07,0.2498104991116729,False
2023-02-08,0.22168719976474838,False
2023-02-09,0.22939840893342195,False
2023-02-10,0.2579815861008439,False
2023-02-13,0.2926624559933104,False
2023-02-14,0.24360006511932908,False
2023-02-15,0.25431644375745255,False
2023-02-16,0.3291644043129793,False
2023-02-17,0.5810465321377093,False
2023-02-21,0.1713071967495403,False
2023-02-22,0.23109615203447248,False
2023-02-23,0.2244737544960005,False
2023-02-24,0.23684856593788067,False
2023-02-27,0.21760204678849226,False
2023-02-28,0.2310329807074571,False
2023-03-01,0.24637722260410944,False
2023-03-02,0.3228680229588213,False
2023-03-03,0.3270391824676996,False
2023-03-06,0.31979529427653797,False
2023-03-07,0.3135063396462614,False
2023-03-08,0.32200065522928234,False
2023-03-09,0.30194736159184987,False
2023-03-10,0.2919016002237512,False
2023-03-13,0.30374440604904684,False
2023-03-14,0.332660848217433,False
2023-03-15,0.3769317819807295,False
2023-03-16,0.3898088727134995,False
2023-03-17,0.4772734965239879,False
2023-03-20,0.49720221322959063,False
2023-03-21,0.5089132100630137,False
2023-03-22,0.5197536119067346,False
2023-03-23,0.5493906768367998,False
2023-03-24,0.5396831929782919,False
2023-03-27,0.5152869621414969,False
2023-03-28,0.5086720891514703,False
2023-03-29,0.5018208453300693,False
2023-03-30,0.49884389909832527,False
2023-03-31,0.43695304113694194,False
2023-04-03,0.4482195258806254,False
2023-04-04,0.5059504335300211,False
2023-04-05,0.24528940568586072,False
2023-04-06,0.4895382739314987,False
2023-04-10,0.3149745259037101,False
2023-04-11,0.3085226848932907,False
2023-04-12,0.3180855448076316,False
2023-04-13,0.3963199111046615,False
2023-04-14,0.4078512825510344,False
2023-04-17,0.41430669192171815,False
2023-04-18,0.44754671377085864,False
2023-04-19,0.42976508510192346,False
2023-04-20,0.41893064817523484,False
2023-04-21,0.42474865410036844,False
2023-04-24,0.28667972343864007,False
2023-04-25,0.1963084422312792,False
2023-04-26,0.23086968281996645,False
2023-04-27,0.17477854437170187,False
2023-04-28,0.305767008695746,False
2023-05-01,0.28697104458387623,False
2023-05-02,0.2663077522566425,False
2023-05-03,0.142426189509062,False
2023-05-04,0.10367067763927196,False
2023-05-05,0.08049561983440551,False
2023-05-08,0.10190273680822076,False
2023-05-09,0.049377703640999304,True
2023-05-10,0.029584752685065076,True
2023-05-11,0.05441282662246001,False
2023-05-12,0.04550987794999175,True
2023-05-15,0.0548215914355112,False
2023-05-16,0.06568563629481673,False
2023-05-17,0.050350704225239316,False
2023-05-18,0.06459882309944226,False
2023-05-19,0.047882057756936984,True
2023-05-22,0.05805683710006259,False
2023-05-23,0.044449338727376136,True
2023-05-24,0.05560783105754951,False
2023-05-25,0.061711007767703524,False
2023-05-26,0.07036422847467658,False
2023-05-30,0.05981716727424483,False
2023-05-31,0.09087642134539364,False
2023-06-01,0.09112514013823692,False
2023-06-02,0.04504878557035144,True
2023-06-05,0.021739945283996604,True
2023-06-06,0.023473617770918272,True
2023-06-07,0.04825398921231029,True
2023-06-08,0.0720743306998934,False
2023-06-09,0.09887028021150268,False
2023-06-12,0.12702369006965714,False
2023-06-13,0.15130853587180376,False
2023-06-14,0.17817454003199928,False
2023-06-15,0.13487225724079405,False
2023-06-16,0.132782848104942,False
2023-06-20,0.11395011579398101,False
2023-06-21,0.13170953389362683,False
2023-06-22,0.13978977525322378,False
2023-06-23,0.17429182870589027,False
2023-06-26,0.1014015811243994,False
2023-06-27,0.09715886787568351,False
2023-06-28,0.1141950773446182,False
2023-06-29,0.08754668096634588,False
2023-06-30,0.0748046502975655,False
2023-07-03,0.06083648974846148,False
2023-07-05,0.0731479168447134,False
2023-07-06,0.1126039118157981,False
2023-07-07,0.08069109021895826,False
2023-07-10,0.03258591748863893,True
2023-07-11,0.032114164104108445,True
2023-07-12,0.03628886101643907,True
2023-07-13,0.05605645325455933,False
2023-07-14,0.07237194817827022,False
2023-07-17,0.09967738737665416,False
2023-07-18,0.10477887650380407,False
2023-07-19,0.07385974779283232,False
2023-07-20,0.059945599603956075,False
2023-07-21,0.053026753057223625,False
2023-07-24,0.02805469898981648,True
2023-07-25,0.15150032356897647,False
2023-07-26,0.11078884696314262,False
2023-07-27,0.12626675315821528,False
2023-07-28,0.13901149642140687,False
2023-07-31,0.0930166947747092,False
2023-08-01,0.14380497608146964,False
2023-08-02,0.1426590597657224,False
2023-08-03,0.16227197513816938,False
2023-08-04,0.1763912738563232,False
2023-08-07,0.16727778346809563,False
2023-08-08,0.17195233914868446,False
2023-08-09,0.16498538616849706,False
2023-08-10,0.16204795355557405,False
2023-08-11,0.14269583360776544,False
2023-08-14,0.18499127694452988,False
2023-08-15,0.1809671537524008,False
2023-08-16,0.17927824085106164,False
2023-08-17,0.17780448445759184,False
2023-08-18,0.19895265106374949,False
2023-08-21,0.21528425226449416,False
2023-08-22,0.21994379205574194,False
2023-08-23,0.21940934282367303,False
2023-08-24,0.21400477150006947,False
2023-08-25,0.18908061003511967,False
2023-08-28,0.1584090210520408,False
2023-08-29,0.14869260901592807,False
2023-08-30,0.16448676846304883,False
2023-08-31,0.16179559741546223,False
2023-09-01,0.1689521783518662,False
2023-09-05,0.1597974263709176,False
2023-09-06,0.1613485373487914,False
2023-09-07,0.15994656025527448,False
2023-09-08,0.13253514988922427,False
2023-09-11,0.07798985687011484,False
2023-09-12,0.07475174712999905,False
2023-09-13,0.04757632649163471,True
2023-09-14,0.0813369684492346,False
2023-09-15,0.10312006528220069,False
2023-09-18,0.09754988689401711,False
2023-09-19,0.11456303424221465,False
2023-09-20,0.14181261726811056,False
2023-09-21,0.14042506471081967,False
2023-09-22,0.13324225051817834,False
2023-09-25,0.15027442595050527,False
2023-09-26,0.2405088852252596,False
2023-09-27,0.24731786423299718,False
2023-09-28,0.29912647712656615,False
2023-09-29,0.3078221619017427,False
2023-10-02,0.3244755539690139,False
2023-10-03,0.4009920740991344,False
2023-10-04,0.5407544249547465,False
2023-10-05,0.5455090107035108,False
2023-10-06,0.572290058062898,False
2023-10-09,0.4324984102618902,False
2023-10-10,0.35918452016825575,False
2023-10-11,0.4025644652659728,False
2023-10-12,0.41032621290386107,False
2023-10-13,0.4218165868931187,False
2023-10-16,0.41166830111613917,False
2023-10-17,0.4496909034055982,False
2023-10-18,0.3964493424880803,False
2023-10-19,0.40077855130692075,False
2023-10-20,0.39060110410832705,False
2023-10-23,0.4235377501990433,False
2023-10-24,0.40909513657164115,False
2023-10-25,0.4955650338995496,False
2023-10-26,0.5429400542982404,False
2023-10-27,0.571920140694998,False
2023-10-30,0.48217191337114285,False
2023-10-31,0.4514635216197573,False
2023-11-01,0.42349708252413565,False
2023-11-02,0.39209281726963435,False
2023-11-03,0.43656008583380934,False
2023-11-06,0.44706417467258736,False
2023-11-07,0.47369426068105763,False
2023-11-08,0.5230972490509785,False
2023-11-09,0.6045107333815861,False
2023-11-10,0.6210821201825671,False
2023-11-13,0.6709998138665357,False
2023-11-14,0.5808394144582546,False
2023-11-15,0.464517152726612,False
2023-11-16,0.5524804980539417,False
2023-11-17,0.5307347585571295,False
2023-11-20,0.5340566755702701,False
2023-11-21,0.6515615059432084,False
2023-11-22,0.5809743612994231,False
2023-11-24,0.7071641186058121,False
2023-11-27,0.6786561509475969,False
2023-11-28,0.6479546139313626,False
2023-11-29,0.6627028502078713,False
2023-11-30,0.6995112704734203,False
2023-12-01,0.6405543881887469,False
2023-12-04,0.48835074723658217,False
2023-12-05,0.479176603564617,False
2023-12-06,0.4749219619352209,False
2023-12-07,0.5286919914359941,False
2023-12-08,0.47918834625231277,False
2023-12-11,0.4358634541089881,False
2023-12-12,0.33523417456022986,False
2023-12-13,0.2996363149842343,False
2023-12-14,0.24519155841260887,False
2023-12-15,0.2931777010242673,False
2023-12-18,0.3416883714508552,False
2023-12-19,0.3294300418385263,False
2023-12-20,0.36059933079541984,False
2023-12-21,0.3525086340879677,False
2023-12-22,0.3330470221459229,False
2023-12-26,0.3534169676858445,False
2023-12-27,0.3469395675924998,False
2023-12-28,0.36834752435355533,False
2023-12-29,0.3894918596079815,False
2024-01-02,0.35001876079212024,False
2024-01-03,0.2084217100059509,False
2024-01-04,0.23377272044457947,False
2024-01-05,0.1945182884487986,False
2024-01-08,0.13575477544580022,False
2024-01-09,0.12523538372348625,False
2024-01-10,0.10912025596654062,False
2024-01-11,0.11270117182938438,False
2024-01-12,0.15489642846519103,False
2024-01-16,0.18848608200333422,False
2024-01-17,0.22454171629792197,False
2024-01-18,0.2862089410085502,False
2024-01-19,0.3415696388914151,False
2024-01-22,0.31222247621629534,False
2024-01-23,0.28975578648277023,False
2024-01-24,0.13975134070742706,False
2024-01-25,0.107876222981246,False
2024-01-26,0.11432366452651421,False
2024-01-29,0.0181661220022992,True
2024-01-30,0.033340877689416036,True
2024-01-31,0.03432680792159153,True
2024-02-01,0.04257580168428018,True
2024-02-02,0.04232120345153359,True
2024-02-05,0.03295145355698011,True
2024-02-06,0.03957005133105069,True
2024-02-07,0.050025843032566596,False
2024-02-08,0.036322578137047846,True
2024-02-09,0.01414840853906568,True
2024-02-12,0.022903740482259516,True
2024-02-13,0.010814414551629164,True
2024-02-14,0.0020084747945771472,True
2024-02-15,0.11227115367937512,False
2024-02-16,0.07845769297667962,False
2024-02-20,0.1047130506264678,False
2024-02-21,0.09853974411399213,False
2024-02-22,0.10452314801365348,False
2024-02-23,0.10798873574617524,False
2024-02-26,0.09727718309051037,False
2024-02-27,0.12100321480012177,False
2024-02-28,0.143260387699089,False
2024-02-29,0.14099351188353926,False
2024-03-01,0.11909297878902297,False
2024-03-04,0.12083235061181957,False
2024-03-05,0.09862241246781206,False
2024-03-06,0.09773483653350967,False
2024-03-07,0.13391703918193976,False
2024-03-08,0.08514115344090112,False
2024-03-11,0.11831950808752428,False
2024-03-12,0.09552017344507191,False
2024-03-13,0.10738327594019254,False
2024-03-14,0.10326797947720895,False
2024-03-15,0.09788644929597523,False
2024-03-18,0.07574499225274951,False
2024-03-19,0.06031927413034421,False
2024-03-20,0.04263114811281175,True
2024-03-21,0.10582898225608472,False
2024-03-22,0.1073730932913533,False
2024-03-25,0.09476062888125508,False
2024-03-26,0.0711057189531467,False
2024-03-27,0.061168352081166194,False
2024-03-28,0.04961453868335522,True
2024-04-01,0.03734803130260018,True
2024-04-02,0.03704472819611405,True
2024-04-03,0.09666159815109832,False
2024-04-04,0.08078210305468586,False
2024-04-05,0.04936610045737008,True
2024-04-08,0.03974201425611341,True
2024-04-09,0.05265039286859556,False
2024-04-10,0.043655541553502666,True
2024-04-11,0.06017192877303757,False
2024-04-12,0.06279383909976453,False
2024-04-15,0.10288814953012193,False
2024-04-16,0.08411506900733934,False
2024-04-17,0.11525851815402016,False
2024-04-18,0.11364705884386517,False
2024-04-19,0.08100096016167974,False
2024-04-22,0.11059319054871847,False
2024-04-23,0.04009527005645652,True
2024-04-24,0.05820560315686005,False
2024-04-25,0.06776530061521292,False
2024-04-26,0.0571719809809819,False
2024-04-29,0.04177943276071548,True
2024-04-30,0.0377967105154075,True
2024-05-01,0.058409954018863626,False
2024-05-02,0.060652009229978765,False
2024-05-03,0.0543932516296182,False
2024-05-06,0.07298218089598317,False
2024-05-07,0.1032763528393793,False
2024-05-08,0.13966166321771056,False
2024-05-09,0.07762758312428308,False
2024-05-10,0.07352567026784798,False
2024-05-13,0.08369701316467065,False
2024-05-14,0.08629901293636538,False
2024-05-15,0.04471561629799624,True
2024-05-16,0.062026390490916364,False
2024-05-17,0.06708329234562638,False
2024-05-20,0.08094759774579058,False
2024-05-21,0.0764452196716751,False
2024-05-22,0.12002589129087876,False
2024-05-23,0.14603676429693424,False
2024-05-24,0.1795167822101893,False
2024-05-28,0.10872265611250603,False
2024-05-29,0.11816134663764494,False
2024-05-30,0.11529142827177641,False
2024-05-31,0.08762562440084809,False
2024-06-03,0.11642825301245763,False
2024-06-04,0.1398323518377001,False
2024-06-05,0.13253264703954176,False
2024-06-06,0.10304915611553433,False
2024-06-07,0.07074896915641402,False
2024-06-10,0.058760134166885095,False
2024-06-11,0.062379666832957696,False
2024-06-12,0.027133228852438677,True
2024-06-13,0.030482006641103905,True
2024-06-14,0.03557034053762022,True
2024-06-17,0.031043308647681185,True
2024-06-18,0.047092307058605516,True
2024-06-20,0.043133668759440115,True
2024-06-21,0.053103187586736905,False
2024-06-24,0.09320914329332097,False
2024-06-25,0.02412473224378169,True
2024-06-26,0.02388048376330354,True
2024-06-27,0.029431823011918528,True
2024-06-28,0.031226261958166315,True
2024-07-01,0.025484293527539777,True
2024-07-02,0.025697025862478767,True
2024-07-03,0.026997226946695863,True
2024-07-05,0.02707346938966113,True
2024-07-08,0.028697744628631335,True
2024-07-09,0.029484261995565576,True
2024-07-10,0.02968977785903858,True
2024-07-11,0.02865617723567106,True
2024-07-12,0.033976385747785144,True
2024-07-15,0.0328519945009059,True
2024-07-16,0.03639379658575273,True
2024-07-17,0.04285494882150468,True
2024-07-18,0.03207263453068756,True
2024-07-19,0.031959396245969766,True
2024-07-22,0.03204305057806313,True
2024-07-23,0.031468266906578585,True
2024-07-24,0.036049940992553604,True
2024-07-25,0.06878388623527242,False
2024-07-26,0.06741638245879494,False
2024-07-29,0.07969192689294341,False
2024-07-30,0.05568721551624765,False
2024-07-31,0.04324086077266346,True
2024-08-01,0.09354247513796915,False
2024-08-02,0.09242677157425999,False
2024-08-05,0.0923668114078518,False
2024-08-06,0.09649343883704053,False
2024-08-07,0.19567911350263473,False
2024-08-08,0.14291608441415282,False
2024-08-09,0.18320046587825278,False
2024-08-12,0.19771156545637508,False
2024-08-13,0.24695265781083992,False
2024-08-14,0.18588767332244138,False
2024-08-15,0.16486226391578768,False
2024-08-16,0.1393507785661015,False
2024-08-19,0.15621005802166466,False
2024-08-20,0.12610216747353598,False
2024-08-21,0.12041849958224254,False
2024-08-22,0.164056595743984,False
2024-08-23,0.09179822739143184,False
2024-08-26,0.1611450419338265,False
2024-08-27,0.16530832879711022,False
2024-08-28,0.1566844574254569,False
2024-08-29,0.1890113405698003,False
2024-08-30,0.1691788711007325,False
2024-09-03,0.15644537582142093,False
2024-09-04,0.15243398920775908,False
2024-09-05,0.16844579839363444,False
2024-09-06,0.19775637128144152,False
2024-09-09,0.16380300825127342,False
2024-09-10,0.3004282614235385,False
2024-09-11,0.30638827757924014,False
2024-09-12,0.2378606077283819,False
2024-09-13,0.19657314020567357,False
2024-09-16,0.23054991729398083,False
2024-09-17,0.2430575366480241,False
2024-09-18,0.22666946636694885,False
2024-09-19,0.20109098510071938,False
2024-09-20,0.20051663751776078,False
2024-09-23,0.20845784833032505,False
2024-09-24,0.173038069221154,False
2024-09-25,0.1750908688299745,False
2024-09-26,0.1913045460159663,False
2024-09-27,0.18138817207373875,False
2024-09-30,0.16470587106342977,False
2024-10-01,0.10296474032456632,False
2024-10-02,0.11931903215028739,False
2024-10-03,0.13827827812650428,False
2024-10-04,0.13375055547000175,False
2024-10-07,0.15160925726497165,False
2024-10-08,0.17040758773115422,False
2024-10-09,0.1497799168646134,False
2024-10-10,0.13259981918515135,False
2024-10-11,0.1323563979325459,False
2024-10-14,0.12912663981317535,False
2024-10-15,0.11825542524421778,False
2024-10-16,0.1242314631443055,False
2024-10-17,0.11686345738692888,False
2024-10-18,0.11752281331343606,False
2024-10-21,0.11265058552002588,False
2024-10-22,0.14226641584996258,False
2024-10-23,0.2117959771329358,False
2024-10-24,0.2420400287274621,False
2024-10-25,0.23476764835117103,False
2024-10-28,0.12593824585963292,False
2024-10-29,0.2066624254449433,False
2024-10-30,0.18849118615299376,False
2024-10-31,0.2001510565293324,False
2024-11-01,0.20530122239526827,False
2024-11-04,0.17107052421461366,False
2024-11-05,0.17101077651711322,False
2024-11-06,0.0851293344413998,False
2024-11-07,0.17399123647458953,False
2024-11-08,0.15361269689146068,False
2024-11-11,0.1466107393843299,False
2024-11-12,0.15813656178088326,False
2024-11-13,0.1693732646752879,False
2024-11-14,0.1665158147650866,False
2024-11-15,0.07393456126830217,False
2024-11-18,0.16773988460955608,False
2024-11-19,0.15396011674414622,False
2024-11-20,0.14307818852880516,False
2024-11-21,0.14386068361639437,False
2024-11-22,0.15451636362629806,False
2024-11-25,0.16224063602355382,False
2024-11-26,0.17664178555958765,False
2024-11-27,0.18414544485106976,False
2024-11-29,0.18479833508816773,False
2024-12-02,0.18841299581090837,False
2024-12-03,0.2036320783169397,False
2024-12-04,0.21654148578485383,False
2024-12-05,0.2549758459852718,False
2024-12-06,0.316810325624868,False
2024-12-09,0.4096965020906823,False
2024-12-10,0.38679451921108016,False
2024-12-11,0.3622202075013574,False
2024-12-12,0.32258376930117183,False
2024-12-13,0.3926294632026853,False
2024-12-16,0.3192633461488822,False
2024-12-17,0.3025899102957626,False
2024-12-18,0.28274856418223715,False
2024-12-19,0.2582119670587235,False
2024-12-20,0.31021129667979386,False
2024-12-23,0.32336703815261236,False
2024-12-24,0.3513125477735823,False
2024-12-26,0.35562564928685525,False
2024-12-27,0.35450319334194935,False
2024-12-30,0.37002678581906845,False
2024-12-31,0.35722756048872817,False
